Episode,Agent,Mode,Action,Observation,Next Observation,Reward,Total Reward,Cooperative Reward,Done
1,adversary_0,cooperative,4.0,"[ 0.33535767 -0.20544891  0.773769   -0.04006356 -1.4431645  -0.04924176
 -1.0063326   0.80824053  0.07432525  0.19762127 -1.8220434   1.008381
  0.0091842   1.0270725   0.5483154   0.16279908]","[-0.02724609 -0.6070541   0.8480943   0.15755771 -1.5174898  -0.24686302
 -1.0806578   0.61061925 -0.07432525 -0.19762127 -1.8963686   0.8107597
 -0.06514104  0.82945126  0.5483154   0.16279908]",0.0,0.0,-0.6530243867890773,False
1,adversary_1,cooperative,2.0,"[-0.02724609 -0.6070541   0.8480943   0.15755771 -1.5174898  -0.24686302
 -1.0806578   0.61061925 -0.07432525 -0.19762127 -1.8963686   0.8107597
 -0.06514104  0.82945126  0.5483154   0.16279908]","[-0.30842742  0.2573181  -1.0482743   0.96831745  0.37887886 -1.0576228
  0.8157108  -0.20014048  1.8220434  -1.008381    1.8963686  -0.8107597
  1.8312275   0.01869152  0.5483154   0.16279908]",0.0,0.0,-0.6530243867890773,False
1,adversary_2,cooperative,0.0,"[-0.30842742  0.2573181  -1.0482743   0.96831745  0.37887886 -1.0576228
  0.8157108  -0.20014048  1.8220434  -1.008381    1.8963686  -0.8107597
  1.8312275   0.01869152  0.5483154   0.16279908]","[ 0.5483154   0.16279908  0.7829532   0.987009   -1.4523487  -1.0763143
 -1.0155168  -0.218832   -0.0091842  -1.0270725   0.06514104 -0.82945126
 -1.8312275  -0.01869152]",-0.8700898164765769,-1.5231142032656542,-1.5231142032656542,False
1,agent_0,cooperative,3.0,"[ 0.5483154   0.16279908  0.7829532   0.987009   -1.4523487  -1.0763143
 -1.0155168  -0.218832   -0.0091842  -1.0270725   0.06514104 -0.82945126
 -1.8312275  -0.01869152]","[ 0.25151825  0.14591332  0.8073048  -0.06060845 -1.4767003  -0.02869686
 -1.0398684   0.8287854   0.03806487  0.15746075 -1.8864219   1.0546577
  0.03047998  1.0638974   0.41123658 -0.2779007 ]",0.0,0.0,-1.5231142032656542,False
1,adversary_0,cooperative,2.0,"[ 0.25151825  0.14591332  0.8073048  -0.06060845 -1.4767003  -0.02869686
 -1.0398684   0.8287854   0.03806487  0.15746075 -1.8864219   1.0546577
  0.03047998  1.0638974   0.41123658 -0.2779007 ]","[ 0.27956542 -0.45529062  0.8453697   0.0968523  -1.5147651  -0.18615761
 -1.0779332   0.6713247  -0.03806487 -0.15746075 -1.9244868   0.89719695
 -0.00758489  0.90643656  0.41123658 -0.2779007 ]",0.0,0.0,-1.5231142032656542,False
1,adversary_1,cooperative,3.0,"[ 0.27956542 -0.45529062  0.8453697   0.0968523  -1.5147651  -0.18615761
 -1.0779332   0.6713247  -0.03806487 -0.15746075 -1.9244868   0.89719695
 -0.00758489  0.90643656  0.41123658 -0.2779007 ]","[-0.23132057  0.19298859 -1.0791171   0.99404925  0.4097216  -1.0833546
  0.8465535  -0.2258723   1.8864219  -1.0546577   1.9244868  -0.89719695
  1.9169018   0.00923962  0.41123658 -0.2779007 ]",0.0,0.0,-1.5231142032656542,False
1,adversary_2,cooperative,0.0,"[-0.23132057  0.19298859 -1.0791171   0.99404925  0.4097216  -1.0833546
  0.8465535  -0.2258723   1.8864219  -1.0546577   1.9244868  -0.89719695
  1.9169018   0.00923962  0.41123658 -0.2779007 ]","[ 0.41123658 -0.2779007   0.83778477  1.0032889  -1.5071802  -1.0925941
 -1.0703484  -0.2351119  -0.03047998 -1.0638974   0.00758489 -0.90643656
 -1.9169018  -0.00923962]",-1.0065994588402263,-2.5297136621058804,-2.5297136621058804,False
1,agent_0,cooperative,2.0,"[ 0.41123658 -0.2779007   0.83778477  1.0032889  -1.5071802  -1.0925941
 -1.0703484  -0.2351119  -0.03047998 -1.0638974   0.00758489 -0.90643656
 -1.9169018  -0.00923962]","[ 0.48863867  0.10943493  0.83245665 -0.04601711 -1.501852   -0.0432882
 -1.0650202   0.8141941   0.04086959  0.09734035 -1.9347057   1.0593653
  0.04645181  1.021516    0.7084274  -0.20842552]",0.0,0.0,-2.5297136621058804,False
1,adversary_0,cooperative,3.0,"[ 0.48863867  0.10943493  0.83245665 -0.04601711 -1.501852   -0.0432882
 -1.0650202   0.8141941   0.04086959  0.09734035 -1.9347057   1.0593653
  0.04645181  1.021516    0.7084274  -0.20842552]","[ 0.20967409 -0.64146787  0.8733262   0.05132324 -1.5427216  -0.14062855
 -1.1058898   0.71685374 -0.04086959 -0.09734035 -1.9755753   0.96202487
  0.00558222  0.92417556  0.7084274  -0.20842552]",0.0,0.0,-2.5297136621058804,False
1,adversary_1,cooperative,2.0,"[ 0.20967409 -0.64146787  0.8733262   0.05132324 -1.5427216  -0.14062855
 -1.1058898   0.71685374 -0.04086959 -0.09734035 -1.9755753   0.96202487
  0.00558222  0.92417556  0.7084274  -0.20842552]","[-0.17349043  0.14474145 -1.1022491   1.0133481   0.43285367 -1.1026534
  0.8696856  -0.24517114  1.9347057  -1.0593653   1.9755753  -0.96202487
  1.9811575  -0.03784931  0.7084274  -0.20842552]",0.0,0.0,-2.5297136621058804,False
1,adversary_2,cooperative,0.0,"[-0.17349043  0.14474145 -1.1022491   1.0133481   0.43285367 -1.1026534
  0.8696856  -0.24517114  1.9347057  -1.0593653   1.9755753  -0.96202487
  1.9811575  -0.03784931  0.7084274  -0.20842552]","[ 0.7084274  -0.20842552  0.87890846  0.9754988  -1.5483038  -1.0648041
 -1.111472   -0.20732184 -0.04645181 -1.021516   -0.00558222 -0.92417556
 -1.9811575   0.03784931]",-0.7549881929414204,-3.2847018550473006,-3.2847018550473006,False
1,agent_0,cooperative,4.0,"[ 0.7084274  -0.20842552  0.87890846  0.9754988  -1.5483038  -1.0648041
 -1.111472   -0.20732184 -0.04645181 -1.021516   -0.00558222 -0.92417556
 -1.9811575   0.03784931]","[ 0.19448753 -0.6275612   0.8813205  -0.03507362 -1.5507159  -0.05423169
 -1.1138841   0.8032506   0.01297313  0.02225007 -2.0009186   1.0628959
  0.06843068  0.9897299   0.5313206   0.24368086]",0.0,0.0,-3.2847018550473006,False
1,adversary_0,cooperative,3.0,"[ 0.19448753 -0.6275612   0.8813205  -0.03507362 -1.5507159  -0.05423169
 -1.1138841   0.8032506   0.01297313  0.02225007 -2.0009186   1.0628959
  0.06843068  0.9897299   0.5313206   0.24368086]","[ 0.62924707 -0.07146354  0.8942936  -0.01282355 -1.5636891  -0.07648176
 -1.1268572   0.78100055 -0.01297313 -0.02225007 -2.0138917   1.0406458
  0.05545755  0.9674798   0.5313206   0.24368086]",0.0,0.0,-3.2847018550473006,False
1,adversary_1,cooperative,4.0,"[ 0.62924707 -0.07146354  0.8942936  -0.01282355 -1.5636891  -0.07648176
 -1.1268572   0.78100055 -0.01297313 -0.02225007 -2.0138917   1.0406458
  0.05545755  0.9674798   0.5313206   0.24368086]","[-0.13011782  0.10855608 -1.1195982   1.0278223   0.4502027  -1.1171275
  0.8870346  -0.25964528  2.0009186  -1.0628959   2.0138917  -1.0406458
  2.0693493  -0.07316601  0.5313206   0.24368086]",0.0,0.0,-3.2847018550473006,False
1,adversary_2,cooperative,0.0,"[-0.13011782  0.10855608 -1.1195982   1.0278223   0.4502027  -1.1171275
  0.8870346  -0.25964528  2.0009186  -1.0628959   2.0138917  -1.0406458
  2.0693493  -0.07316601  0.5313206   0.24368086]","[ 0.5313206   0.24368086  0.9497512   0.95465624 -1.6191466  -1.0439615
 -1.1823148  -0.18647929 -0.06843068 -0.9897299  -0.05545755 -0.9674798
 -2.0693493   0.07316601]",-1.0440744233002386,-4.328776278347539,-4.328776278347539,False
1,agent_0,cooperative,3.0,"[ 0.5313206   0.24368086  0.9497512   0.95465624 -1.6191466  -1.0439615
 -1.1823148  -0.18647929 -0.06843068 -0.9897299  -0.05545755 -0.9674798
 -2.0693493   0.07316601]","[-0.25188327 -0.96775764  0.90076923 -0.09782974 -1.5701647   0.00852443
 -1.1333328   0.86600673  0.05644908  0.07785983 -2.0333793   1.1365076
  0.10211399  1.0768541   0.39849043 -0.21723935]",0.0,0.0,-4.328776278347539,False
1,adversary_0,cooperative,2.0,"[-0.25188327 -0.96775764  0.90076923 -0.09782974 -1.5701647   0.00852443
 -1.1333328   0.86600673  0.05644908  0.07785983 -2.0333793   1.1365076
  0.10211399  1.0768541   0.39849043 -0.21723935]","[ 0.6394884   0.76880074  0.95721835 -0.0199699  -1.6266137  -0.06933541
 -1.1897819   0.7881469  -0.05644908 -0.07785983 -2.0898283   1.0586478
  0.04566491  0.99899423  0.39849043 -0.21723935]",0.0,0.0,-4.328776278347539,False
1,adversary_1,cooperative,2.0,"[ 0.6394884   0.76880074  0.95721835 -0.0199699  -1.6266137  -0.06933541
 -1.1897819   0.7881469  -0.05644908 -0.07785983 -2.0898283   1.0586478
  0.04566491  0.99899423  0.39849043 -0.21723935]","[-0.09758837  0.08141706 -1.13261     1.0386779   0.4632145  -1.1279832
  0.9000464  -0.2705009   2.0333793  -1.1365076   2.0898283  -1.0586478
  2.1354933  -0.05965353  0.39849043 -0.21723935]",0.0,0.0,-4.328776278347539,False
1,adversary_2,cooperative,3.0,"[-0.09758837  0.08141706 -1.13261     1.0386779   0.4632145  -1.1279832
  0.9000464  -0.2705009   2.0333793  -1.1365076   2.0898283  -1.0586478
  2.1354933  -0.05965353  0.39849043 -0.21723935]","[ 0.39849043 -0.21723935  1.0028832   0.97902435 -1.6722786  -1.0683297
 -1.2354468  -0.21084738 -0.10211399 -1.0768541  -0.04566491 -0.99899423
 -2.1354933   0.05965353]",-1.7960266525869135,-6.124802930934453,-6.124802930934453,False
1,agent_0,cooperative,4.0,"[ 0.39849043 -0.21723935  1.0028832   0.97902435 -1.6722786  -1.0683297
 -1.2354468  -0.21084738 -0.10211399 -1.0768541  -0.04566491 -0.99899423
 -2.1354933   0.05965353]","[-0.17369206 -0.98480004  0.8755809  -0.1946055  -1.5449764   0.10530019
 -1.1081445   0.9627825   0.14558625  0.2515157  -2.0179498   1.241425
  0.16715136  1.1519059   0.29886782  0.23707049]",0.0,0.0,-6.124802930934453,False
1,adversary_0,cooperative,0.0,"[-0.17369206 -0.98480004  0.8755809  -0.1946055  -1.5449764   0.10530019
 -1.1081445   0.9627825   0.14558625  0.2515157  -2.0179498   1.241425
  0.16715136  1.1519059   0.29886782  0.23707049]","[ 0.73443437  0.6786797   1.0211672   0.05691017 -1.6905626  -0.14621548
 -1.2537308   0.7112668  -0.14558625 -0.2515157  -2.163536    0.9899094
  0.02156511  0.90039027  0.29886782  0.23707049]",0.0,0.0,-6.124802930934453,False
