Episode,Agent,Mode,Action,Observation,Next Observation,Reward,Total Reward,Cooperative Reward,Done
1,adversary_2,cooperative,3,"[-0.         -0.525      -0.8116453   0.9212447   0.14224984 -1.01055
  0.5790818  -0.15306772  1.3595574  -1.0434878   1.5288411  -0.5265086
  1.3739247  -0.3491161   0.7         0.        ]","[ 0.7         0.          0.5622794   0.5721286  -1.2316749  -0.66143394
 -0.79484296  0.19604836 -0.01436731 -0.69437176  0.15491644 -0.17739256
 -1.3739247   0.3491161 ]",0.0,0.0,0.0,False
1,agent_0,cooperative,2,"[ 0.7         0.          0.5622794   0.5721286  -1.2316749  -0.66143394
 -0.79484296  0.19604836 -0.01436731 -0.69437176  0.15491644 -0.17739256
 -1.3739247   0.3491161 ]","[-0.         -0.225       0.5479121  -0.15224312 -1.2173076   0.06293781
 -0.7804757   0.9204201   0.16928375  0.5469792  -1.3595574   1.0209879
  0.08436731  0.72437173  0.925       0.        ]",0.0,0.0,0.0,False
1,adversary_0,cooperative,1,"[-0.         -0.225       0.5479121  -0.15224312 -1.2173076   0.06293781
 -0.7804757   0.9204201   0.16928375  0.5469792  -1.3595574   1.0209879
  0.08436731  0.72437173  0.925       0.        ]","[ 0.         -0.          0.71719587  0.39473605 -1.3865913  -0.48404136
 -0.9497594   0.37344092 -0.16928375 -0.5469792  -1.5288411   0.47400865
 -0.08491644  0.17739256  0.925       0.        ]",0.0,0.0,0.0,False
1,adversary_1,cooperative,0,"[ 0.         -0.          0.71719587  0.39473605 -1.3865913  -0.48404136
 -0.9497594   0.37344092 -0.16928375 -0.5469792  -1.5288411   0.47400865
 -0.08491644  0.17739256  0.925       0.        ]","[-0.         -0.69375    -0.8116453   0.86874473  0.14224984 -0.95805
  0.5790818  -0.10056772  1.3595574  -1.0209879   1.5288411  -0.47400865
  1.4439247  -0.2966161   0.925       0.        ]",0.0,0.0,0.0,False
1,adversary_2,cooperative,3,"[-0.         -0.69375    -0.8116453   0.86874473  0.14224984 -0.95805
  0.5790818  -0.10056772  1.3595574  -1.0209879   1.5288411  -0.47400865
  1.4439247  -0.2966161   0.925       0.        ]","[ 0.925       0.          0.6322794   0.5721286  -1.3016748  -0.66143394
 -0.86484295  0.19604836 -0.08436731 -0.72437173  0.08491644 -0.17739256
 -1.4439247   0.2966161 ]",0.0,0.0,0.0,False
1,agent_0,cooperative,1,"[ 0.925       0.          0.6322794   0.5721286  -1.3016748  -0.66143394
 -0.86484295  0.19604836 -0.08436731 -0.72437173  0.08491644 -0.17739256
 -1.4439247   0.2966161 ]","[-3.0000001e-01 -1.6875000e-01  5.4791212e-01 -1.7474312e-01
 -1.2173076e+00  8.5437812e-02 -7.8047568e-01  9.4292009e-01
  1.6928375e-01  5.6947917e-01 -1.3595574e+00  9.7411281e-01
  1.7686731e-01  7.4687171e-01  2.9374999e-01  6.7530598e-34]",0.0,0.0,0.0,False
1,adversary_0,cooperative,1,"[-3.0000001e-01 -1.6875000e-01  5.4791212e-01 -1.7474312e-01
 -1.2173076e+00  8.5437812e-02 -7.8047568e-01  9.4292009e-01
  1.6928375e-01  5.6947917e-01 -1.3595574e+00  9.7411281e-01
  1.7686731e-01  7.4687171e-01  2.9374999e-01  6.7530598e-34]","[ 3.2326372e-34 -6.7530598e-34  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -1.6928375e-01 -5.6947917e-01 -1.5288411e+00  4.0463364e-01
  7.5835641e-03  1.7739256e-01  2.9374999e-01  6.7530598e-34]",0.0,0.0,0.0,False
1,adversary_1,cooperative,0,"[ 3.2326372e-34 -6.7530598e-34  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -1.6928375e-01 -5.6947917e-01 -1.5288411e+00  4.0463364e-01
  7.5835641e-03  1.7739256e-01  2.9374999e-01  6.7530598e-34]","[-0.0000000e+00 -8.2031250e-01 -8.1164533e-01  7.9936969e-01
  1.4224984e-01 -8.8867503e-01  5.7908177e-01 -3.1192724e-02
  1.3595574e+00 -9.7411281e-01  1.5288411e+00 -4.0463364e-01
  1.5364248e+00 -2.2724110e-01  2.9374999e-01  6.7530598e-34]",0.0,0.0,0.0,False
1,adversary_2,cooperative,3,"[-0.0000000e+00 -8.2031250e-01 -8.1164533e-01  7.9936969e-01
  1.4224984e-01 -8.8867503e-01  5.7908177e-01 -3.1192724e-02
  1.3595574e+00 -9.7411281e-01  1.5288411e+00 -4.0463364e-01
  1.5364248e+00 -2.2724110e-01  2.9374999e-01  6.7530598e-34]","[ 2.9374999e-01  6.7530598e-34  7.2477943e-01  5.7212859e-01
 -1.3941748e+00 -6.6143394e-01 -9.5734298e-01  1.9604836e-01
 -1.7686731e-01 -7.4687171e-01 -7.5835641e-03 -1.7739256e-01
 -1.5364248e+00  2.2724110e-01]",0.0,0.0,0.0,False
1,agent_0,cooperative,2,"[ 2.9374999e-01  6.7530598e-34  7.2477943e-01  5.7212859e-01
 -1.3941748e+00 -6.6143394e-01 -9.5734298e-01  1.9604836e-01
 -1.7686731e-01 -7.4687171e-01 -7.5835641e-03 -1.7739256e-01
 -1.5364248e+00  2.2724110e-01]","[-5.2499998e-01 -1.2656251e-01  5.1791209e-01 -1.9161811e-01
 -1.1873076e+00  1.0231281e-01 -7.5047565e-01  9.5979512e-01
  1.9928375e-01  5.8635420e-01 -1.3295574e+00  9.0895659e-01
  2.3624231e-01  7.6374674e-01  6.2031251e-01  1.4977536e-25]",0.0,0.0,0.0,False
1,adversary_0,cooperative,1,"[-5.2499998e-01 -1.2656251e-01  5.1791209e-01 -1.9161811e-01
 -1.1873076e+00  1.0231281e-01 -7.5047565e-01  9.5979512e-01
  1.9928375e-01  5.8635420e-01 -1.3295574e+00  9.0895659e-01
  2.3624231e-01  7.6374674e-01  6.2031251e-01  1.4977536e-25]","[-6.4029236e-27 -1.4977536e-25  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -1.9928375e-01 -5.8635420e-01 -1.5288411e+00  3.2260239e-01
  3.6958564e-02  1.7739256e-01  6.2031251e-01  1.4977536e-25]",0.0,0.0,0.0,False
1,adversary_1,cooperative,0,"[-6.4029236e-27 -1.4977536e-25  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -1.9928375e-01 -5.8635420e-01 -1.5288411e+00  3.2260239e-01
  3.6958564e-02  1.7739256e-01  6.2031251e-01  1.4977536e-25]","[-0.0000000e+00 -9.1523439e-01 -8.1164533e-01  7.1733844e-01
  1.4224984e-01 -8.0664378e-01  5.7908177e-01  5.0838526e-02
  1.3295574e+00 -9.0895659e-01  1.5288411e+00 -3.2260239e-01
  1.5657997e+00 -1.4520985e-01  6.2031251e-01  1.4977536e-25]",0.0,0.0,0.0,False
1,adversary_2,cooperative,3,"[-0.0000000e+00 -9.1523439e-01 -8.1164533e-01  7.1733844e-01
  1.4224984e-01 -8.0664378e-01  5.7908177e-01  5.0838526e-02
  1.3295574e+00 -9.0895659e-01  1.5288411e+00 -3.2260239e-01
  1.5657997e+00 -1.4520985e-01  6.2031251e-01  1.4977536e-25]","[ 6.2031251e-01  1.4977536e-25  7.5415438e-01  5.7212859e-01
 -1.4235499e+00 -6.6143394e-01 -9.8671794e-01  1.9604836e-01
 -2.3624231e-01 -7.6374674e-01 -3.6958564e-02 -1.7739256e-01
 -1.5657997e+00  1.4520985e-01]",0.0,0.0,0.0,False
1,agent_0,cooperative,2,"[ 6.2031251e-01  1.4977536e-25  7.5415438e-01  5.7212859e-01
 -1.4235499e+00 -6.6143394e-01 -9.8671794e-01  1.9604836e-01
 -2.3624231e-01 -7.6374674e-01 -3.6958564e-02 -1.7739256e-01
 -1.5657997e+00  1.4520985e-01]","[-6.9375002e-01 -9.4921872e-02  4.6541211e-01 -2.0427437e-01
 -1.1348076e+00  1.1496906e-01 -6.9797564e-01  9.7245133e-01
  2.5178373e-01  5.9901041e-01 -1.2770574e+00  8.3008939e-01
  3.5077354e-01  7.7640301e-01  8.6523438e-01  1.1615702e-25]",0.0,0.0,0.0,False
1,adversary_0,cooperative,1,"[-6.9375002e-01 -9.4921872e-02  4.6541211e-01 -2.0427437e-01
 -1.1348076e+00  1.1496906e-01 -6.9797564e-01  9.7245133e-01
  2.5178373e-01  5.9901041e-01 -1.2770574e+00  8.3008939e-01
  3.5077354e-01  7.7640301e-01  8.6523438e-01  1.1615702e-25]","[-5.5992111e-27 -1.1615702e-25  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -2.5178373e-01 -5.9901041e-01 -1.5288411e+00  2.3107895e-01
  9.8989815e-02  1.7739256e-01  8.6523438e-01  1.1615702e-25]",0.0,0.0,0.0,False
1,adversary_1,cooperative,0,"[-5.5992111e-27 -1.1615702e-25  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -2.5178373e-01 -5.9901041e-01 -1.5288411e+00  2.3107895e-01
  9.8989815e-02  1.7739256e-01  8.6523438e-01  1.1615702e-25]","[-0.0000000e+00 -9.8642576e-01 -8.1164533e-01  6.2581503e-01
  1.4224984e-01 -7.1512032e-01  5.7908177e-01  1.4236197e-01
  1.2770574e+00 -8.3008939e-01  1.5288411e+00 -2.3107895e-01
  1.6278310e+00 -5.3686406e-02  8.6523438e-01  1.1615702e-25]",0.0,0.0,0.0,False
1,adversary_2,cooperative,3,"[-0.0000000e+00 -9.8642576e-01 -8.1164533e-01  6.2581503e-01
  1.4224984e-01 -7.1512032e-01  5.7908177e-01  1.4236197e-01
  1.2770574e+00 -8.3008939e-01  1.5288411e+00 -2.3107895e-01
  1.6278310e+00 -5.3686406e-02  8.6523438e-01  1.1615702e-25]","[ 8.6523438e-01  1.1615702e-25  8.1618565e-01  5.7212859e-01
 -1.4855812e+00 -6.6143394e-01 -1.0487492e+00  1.9604836e-01
 -3.5077354e-01 -7.7640301e-01 -9.8989815e-02 -1.7739256e-01
 -1.6278310e+00  5.3686406e-02]",0.0,0.0,0.0,False
1,agent_0,cooperative,2,"[ 8.6523438e-01  1.1615702e-25  8.1618565e-01  5.7212859e-01
 -1.4855812e+00 -6.6143394e-01 -1.0487492e+00  1.9604836e-01
 -3.5077354e-01 -7.7640301e-01 -9.8989815e-02 -1.7739256e-01
 -1.6278310e+00  5.3686406e-02]","[-8.2031250e-01 -7.1191408e-02  3.9603710e-01 -2.1376656e-01
 -1.0654325e+00  1.2446125e-01 -6.2860066e-01  9.8194355e-01
  3.2115874e-01  6.0850263e-01 -1.2076824e+00  7.4093902e-01
  5.0667197e-01  7.8589517e-01  1.0489258e+00  8.7117768e-26]",0.0,0.0,0.0,False
1,adversary_0,cooperative,4,"[-8.2031250e-01 -7.1191408e-02  3.9603710e-01 -2.1376656e-01
 -1.0654325e+00  1.2446125e-01 -6.2860066e-01  9.8194355e-01
  3.2115874e-01  6.0850263e-01 -1.2076824e+00  7.4093902e-01
  5.0667197e-01  7.8589517e-01  1.0489258e+00  8.7117768e-26]","[-4.1994082e-27 -8.7117768e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -3.2115874e-01 -6.0850263e-01 -1.5288411e+00  1.3243638e-01
  1.8551326e-01  1.7739256e-01  1.0489258e+00  8.7117768e-26]",0.0,0.0,0.0,False
1,adversary_1,cooperative,0,"[-4.1994082e-27 -8.7117768e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -3.2115874e-01 -6.0850263e-01 -1.5288411e+00  1.3243638e-01
  1.8551326e-01  1.7739256e-01  1.0489258e+00  8.7117768e-26]","[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  5.2717245e-01
  1.4224984e-01 -6.1647773e-01  5.7908177e-01  2.4100454e-01
  1.2076824e+00 -7.4093902e-01  1.5288411e+00 -1.3243638e-01
  1.7143544e+00  4.4956174e-02  1.0489258e+00  8.7117768e-26]",0.0,0.0,0.0,False
1,adversary_2,cooperative,3,"[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  5.2717245e-01
  1.4224984e-01 -6.1647773e-01  5.7908177e-01  2.4100454e-01
  1.2076824e+00 -7.4093902e-01  1.5288411e+00 -1.3243638e-01
  1.7143544e+00  4.4956174e-02  1.0489258e+00  8.7117768e-26]","[ 1.0489258e+00  8.7117768e-26  9.0270907e-01  5.7212859e-01
 -1.5721046e+00 -6.6143394e-01 -1.1352726e+00  1.9604836e-01
 -5.0667197e-01 -7.8589517e-01 -1.8551326e-01 -1.7739256e-01
 -1.7143544e+00 -4.4956174e-02]",-0.02709091480706083,0.0,0.0,False
1,agent_0,cooperative,1,"[ 1.0489258e+00  8.7117768e-26  9.0270907e-01  5.7212859e-01
 -1.5721046e+00 -6.6143394e-01 -1.1352726e+00  1.9604836e-01
 -5.0667197e-01 -7.8589517e-01 -1.8551326e-01 -1.7739256e-01
 -1.7143544e+00 -4.4956174e-02]","[-6.1523438e-01  2.4660644e-01  3.1400585e-01 -2.2088569e-01
 -9.8340130e-01  1.3158038e-01 -5.4656941e-01  9.8906267e-01
  4.0318999e-01  6.1562175e-01 -1.1256511e+00  6.4805812e-01
  6.9359583e-01  7.9301429e-01  3.8669434e-01  6.5338323e-26]",0.0,-0.02709091480706083,-0.02709091480706083,False
1,adversary_0,cooperative,4,"[-6.1523438e-01  2.4660644e-01  3.1400585e-01 -2.2088569e-01
 -9.8340130e-01  1.3158038e-01 -5.4656941e-01  9.8906267e-01
  4.0318999e-01  6.1562175e-01 -1.1256511e+00  6.4805812e-01
  6.9359583e-01  7.9301429e-01  3.8669434e-01  6.5338323e-26]","[-3.1495562e-27 -6.5338323e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -4.0318999e-01 -6.1562175e-01 -1.5288411e+00  3.2436378e-02
  2.9040584e-01  1.7739256e-01  3.8669434e-01  6.5338323e-26]",0.0,0.0,-0.02709091480706083,False
1,adversary_1,cooperative,0,"[-3.1495562e-27 -6.5338323e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -4.0318999e-01 -6.1562175e-01 -1.5288411e+00  3.2436378e-02
  2.9040584e-01  1.7739256e-01  3.8669434e-01  6.5338323e-26]","[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  4.2717245e-01
  1.4224984e-01 -5.1647776e-01  5.7908177e-01  3.4100455e-01
  1.1256511e+00 -6.4805812e-01  1.5288411e+00 -3.2436378e-02
  1.8192470e+00  1.4495617e-01  3.8669434e-01  6.5338323e-26]",0.0,0.0,-0.02709091480706083,False
1,adversary_2,cooperative,3,"[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  4.2717245e-01
  1.4224984e-01 -5.1647776e-01  5.7908177e-01  3.4100455e-01
  1.1256511e+00 -6.4805812e-01  1.5288411e+00 -3.2436378e-02
  1.8192470e+00  1.4495617e-01  3.8669434e-01  6.5338323e-26]","[ 3.8669434e-01  6.5338323e-26  1.0076016e+00  5.7212859e-01
 -1.6769972e+00 -6.6143394e-01 -1.2401652e+00  1.9604836e-01
 -6.9359583e-01 -7.9301429e-01 -2.9040584e-01 -1.7739256e-01
 -1.8192470e+00 -1.4495617e-01]",-1.0153194978930509,0.0,-0.02709091480706083,False
1,agent_0,cooperative,2,"[ 3.8669434e-01  6.5338323e-26  1.0076016e+00  5.7212859e-01
 -1.6769972e+00 -6.6143394e-01 -1.2401652e+00  1.9604836e-01
 -6.9359583e-01 -7.9301429e-01 -2.9040584e-01 -1.7739256e-01
 -1.8192470e+00 -1.4495617e-01]","[-4.6142578e-01  4.8495483e-01  2.5248241e-01 -1.9622505e-01
 -9.2187786e-01  1.0691974e-01 -4.8504597e-01  9.6440202e-01
  4.6471342e-01  5.9096110e-01 -1.0641277e+00  5.2339751e-01
  7.9378867e-01  7.6835364e-01  6.9002074e-01  4.9003744e-26]",0.0,-1.0424104127001117,-1.0424104127001117,False
1,adversary_0,cooperative,4,"[-4.6142578e-01  4.8495483e-01  2.5248241e-01 -1.9622505e-01
 -9.2187786e-01  1.0691974e-01 -4.8504597e-01  9.6440202e-01
  4.6471342e-01  5.9096110e-01 -1.0641277e+00  5.2339751e-01
  7.9378867e-01  7.6835364e-01  6.9002074e-01  4.9003744e-26]","[-2.3621671e-27 -4.9003744e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -4.6471342e-01 -5.9096110e-01 -1.5288411e+00 -6.7563623e-02
  3.2907528e-01  1.7739256e-01  6.9002074e-01  4.9003744e-26]",0.0,0.0,-1.0424104127001117,False
1,adversary_1,cooperative,0,"[-2.3621671e-27 -4.9003744e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -4.6471342e-01 -5.9096110e-01 -1.5288411e+00 -6.7563623e-02
  3.2907528e-01  1.7739256e-01  6.9002074e-01  4.9003744e-26]","[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  3.2717243e-01
  1.4224984e-01 -4.1647774e-01  5.7908177e-01  4.4100454e-01
  1.0641277e+00 -5.2339751e-01  1.5288411e+00  6.7563623e-02
  1.8579164e+00  2.4495617e-01  6.9002074e-01  4.9003744e-26]",0.0,0.0,-1.0424104127001117,False
1,adversary_2,cooperative,3,"[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  3.2717243e-01
  1.4224984e-01 -4.1647774e-01  5.7908177e-01  4.4100454e-01
  1.0641277e+00 -5.2339751e-01  1.5288411e+00  6.7563623e-02
  1.8579164e+00  2.4495617e-01  6.9002074e-01  4.9003744e-26]","[ 6.9002074e-01  4.9003744e-26  1.0462711e+00  5.7212859e-01
 -1.7156665e+00 -6.6143394e-01 -1.2788347e+00  1.9604836e-01
 -7.9378867e-01 -7.6835364e-01 -3.2907528e-01 -1.7739256e-01
 -1.8579164e+00 -2.4495617e-01]",-1.0969594392909523,0.0,-1.0424104127001117,False
1,agent_0,cooperative,2,"[ 6.9002074e-01  4.9003744e-26  1.0462711e+00  5.7212859e-01
 -1.7156665e+00 -6.6143394e-01 -1.2788347e+00  1.9604836e-01
 -7.9378867e-01 -7.6835364e-01 -3.2907528e-01 -1.7739256e-01
 -1.8579164e+00 -2.4495617e-01]","[-3.4606934e-01  6.6371614e-01  2.0633984e-01 -1.4772958e-01
 -8.7573528e-01  5.8424260e-02 -4.3890339e-01  9.1590655e-01
  5.1085603e-01  5.4246563e-01 -1.0179851e+00  3.7490201e-01
  9.0893334e-01  7.1985817e-01  9.1751558e-01  3.6752808e-26]",0.0,-2.1393698519910638,-2.1393698519910638,False
1,adversary_0,cooperative,4,"[-3.4606934e-01  6.6371614e-01  2.0633984e-01 -1.4772958e-01
 -8.7573528e-01  5.8424260e-02 -4.3890339e-01  9.1590655e-01
  5.1085603e-01  5.4246563e-01 -1.0179851e+00  3.7490201e-01
  9.0893334e-01  7.1985817e-01  9.1751558e-01  3.6752808e-26]","[-1.7716254e-27 -3.6752808e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -5.1085603e-01 -5.4246563e-01 -1.5288411e+00 -1.6756362e-01
  3.9807734e-01  1.7739256e-01  9.1751558e-01  3.6752808e-26]",0.0,0.0,-2.1393698519910638,False
1,adversary_1,cooperative,0,"[-1.7716254e-27 -3.6752808e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -5.1085603e-01 -5.4246563e-01 -1.5288411e+00 -1.6756362e-01
  3.9807734e-01  1.7739256e-01  9.1751558e-01  3.6752808e-26]","[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  2.2717243e-01
  1.4224984e-01 -3.1647775e-01  5.7908177e-01  5.4100454e-01
  1.0179851e+00 -3.7490201e-01  1.5288411e+00  1.6756362e-01
  1.9269185e+00  3.4495616e-01  9.1751558e-01  3.6752808e-26]",0.0,0.0,-2.1393698519910638,False
1,adversary_2,cooperative,4,"[-0.0000000e+00 -1.0000000e+00 -8.1164533e-01  2.2717243e-01
  1.4224984e-01 -3.1647775e-01  5.7908177e-01  5.4100454e-01
  1.0179851e+00 -3.7490201e-01  1.5288411e+00  1.6756362e-01
  1.9269185e+00  3.4495616e-01  9.1751558e-01  3.6752808e-26]","[ 9.1751558e-01  3.6752808e-26  1.1152732e+00  5.7212859e-01
 -1.7846687e+00 -6.6143394e-01 -1.3478367e+00  1.9604836e-01
 -9.0893334e-01 -7.1985817e-01 -3.9807734e-01 -1.7739256e-01
 -1.9269185e+00 -3.4495616e-01]",-1.259287842474095,0.0,-2.1393698519910638,False
1,agent_0,cooperative,2,"[ 9.1751558e-01  3.6752808e-26  1.1152732e+00  5.7212859e-01
 -1.7846687e+00 -6.6143394e-01 -1.3478367e+00  1.9604836e-01
 -9.0893334e-01 -7.1985817e-01 -3.9807734e-01 -1.7739256e-01
 -1.9269185e+00 -3.4495616e-01]","[-2.5955200e-01  7.9778707e-01  1.7173290e-01 -8.1357956e-02
 -8.4112835e-01 -7.9473536e-03 -4.0429646e-01  8.4953493e-01
  5.4546297e-01  4.7609401e-01 -9.8337823e-01  2.0853040e-01
  1.0352918e+00  6.5348655e-01  1.0881367e+00  2.7564606e-26]",0.0,-3.3986576944651588,-3.3986576944651588,False
1,adversary_0,cooperative,4,"[-2.5955200e-01  7.9778707e-01  1.7173290e-01 -8.1357956e-02
 -8.4112835e-01 -7.9473536e-03 -4.0429646e-01  8.4953493e-01
  5.4546297e-01  4.7609401e-01 -9.8337823e-01  2.0853040e-01
  1.0352918e+00  6.5348655e-01  1.0881367e+00  2.7564606e-26]","[-1.3287190e-27 -2.7564606e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -5.4546297e-01 -4.7609401e-01 -1.5288411e+00 -2.6756361e-01
  4.8982888e-01  1.7739256e-01  1.0881367e+00  2.7564606e-26]",0.0,0.0,-3.3986576944651588,False
1,adversary_1,cooperative,0,"[-1.3287190e-27 -2.7564606e-26  7.1719587e-01  3.9473605e-01
 -1.3865913e+00 -4.8404136e-01 -9.4975942e-01  3.7344092e-01
 -5.4546297e-01 -4.7609401e-01 -1.5288411e+00 -2.6756361e-01
  4.8982888e-01  1.7739256e-01  1.0881367e+00  2.7564606e-26]","[-2.2565556e-34 -4.4999999e-01 -8.1164533e-01  1.2717244e-01
  1.4224984e-01 -2.1647775e-01  5.7908177e-01  6.4100456e-01
  9.8337823e-01 -2.0853040e-01  1.5288411e+00  2.6756361e-01
  2.0186701e+00  4.4495618e-01  1.0881367e+00  2.7564606e-26]",0.0,0.0,-3.3986576944651588,False
